Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
4,2,4,9,no,no,Data Science,Data Science,excellent,medium,security,Machine Learning,IoT Startups,no,Horror,Technical,hard worker,yes,yes,Data Scientist
8,5,2,2,no,yes,Certified ERP Consultant,ERP Systems,medium,excellent,security,ERP,Service Based,no,Self help,Management,hard worker,no,no,ERP Consultant
7,5,6,4,yes,no,blockchain developer,Blockchain Technologies,excellent,very good,cloud computing,Blockchain Development,security,no,Guide,Technical,hard worker,yes,no,Blockchain Developer
7,2,2,2,yes,no,devops certified engineer,DevOps,good,very good,cloud computing,DevOps,Systems Analysis Firms,yes,Science fiction,Technical,smart worker,yes,yes,DevOps Engineer
9,4,1,4,no,no,Product Management Professional (PMP),Product Management,excellent,very good,developer,Product Management,Service Based,no,Art,Management,smart worker,no,yes,Product Manager
8,9,2,2,no,no,devops certified engineer,DevOps,medium,good,cloud computing,DevOps,IoT Startups,yes,Journals,Technical,smart worker,yes,yes,DevOps Engineer
5,4,1,10,yes,yes,Cybersecurity,Cybersecurity,excellent,very good,security,Machine Learning,developer,no,Journals,Technical,hard worker,no,yes,Cybersecurity Analyst
10,8,1,7,no,yes,ar/vr development,AR/VR Development,excellent,good,developer,Web Development,Web Services,yes,Comics,Technical,smart worker,no,yes,Systems Analyst
5,7,1,6,yes,yes,Certified AI Engineer,Cloud Computing,very good,very good,developer,Cloud Computing,developer,yes,Mystery,Technical,hard worker,no,no,Cloud Solutions Architect
2,4,3,7,no,no,ai for healthcare,AI for Healthcare,good,very good,security,AI Research,Big Data Companies,yes,Art,Technical,smart worker,no,yes,AI Specialist
1,2,9,7,no,no,Robotics Engineering Certification,Cloud Computing,excellent,very good,cloud computing,Cloud Computing,developer,yes,Childrens,Technical,hard worker,no,no,Cloud Solutions Architect
2,3,2,5,no,no,Certified ERP Consultant,ERP Systems,medium,good,security,ERP,Service Based,yes,Cookbooks,Management,smart worker,yes,yes,ERP Consultant
8,6,8,7,no,yes,Certified AI Engineer,Cloud Computing,medium,very good,cloud computing,Cloud Computing,developer,no,Guide,Technical,smart worker,yes,yes,Cloud Solutions Architect
7,10,3,10,yes,yes,devops certified engineer,DevOps,very good,excellent,security,DevOps,Testing and Maintainance Services,no,Self help,Technical,smart worker,no,no,DevOps Engineer
9,5,7,6,yes,no,Robotics Engineering Certification,Cloud Computing,good,excellent,developer,Cloud Computing,developer,no,Autobiographies,Technical,smart worker,no,no,Cloud Solutions Architect
3,4,3,9,no,no,ai for healthcare,AI for Healthcare,good,very good,developer,AI Research,Big Data Companies,no,Horror,Technical,smart worker,no,no,AI Specialist
6,5,3,6,no,yes,Robotics Engineering Certification,Cloud Computing,very good,excellent,security,Cloud Computing,developer,yes,Science,Technical,smart worker,no,yes,Cloud Solutions Architect
4,8,10,2,yes,no,Certified AI Engineer,Cloud Computing,medium,excellent,developer,Cloud Computing,developer,yes,Journals,Technical,smart worker,no,yes,Cloud Solutions Architect
10,5,2,9,yes,no,ar/vr development,AR/VR Development,good,excellent,cloud computing,Software Development,developer,no,Horror,Technical,hard worker,yes,yes,Systems Analyst
6,1,10,5,no,no,blockchain developer,Blockchain Technologies,good,good,cloud computing,Blockchain Development,Product based,yes,Math,Technical,hard worker,yes,yes,Blockchain Developer
5,8,5,3,yes,no,devops certified engineer,DevOps,medium,good,security,DevOps,security,yes,Science,Technical,hard worker,no,yes,DevOps Engineer
2,4,2,1,yes,yes,Quantum Computing Certification,Cloud Computing,very good,medium,cloud computing,Cloud Computing,developer,no,Science,Technical,hard worker,yes,no,Cloud Solutions Architect
4,4,10,9,yes,no,devops certified engineer,DevOps,very good,good,developer,DevOps,Product based,yes,Science,Technical,smart worker,no,yes,DevOps Engineer
8,4,10,3,no,no,Data Science,Machine Learning,medium,excellent,security,Data Science,Product based,yes,Autobiographies,Technical,hard worker,no,yes,Big Data Engineer
4,7,5,5,yes,no,devops certified engineer,DevOps,excellent,very good,cloud computing,DevOps,developer,no,Cookbooks,Technical,smart worker,no,yes,DevOps Engineer
4,2,5,7,yes,no,ar/vr development,AR/VR Development,excellent,good,cloud computing,Software Development,developer,yes,Cookbooks,Technical,smart worker,no,no,Systems Analyst
2,7,1,10,no,no,Product Management Professional (PMP),Product Management,excellent,excellent,security,Product Management,Product based,no,Mystery,Management,hard worker,no,no,Product Manager
8,8,5,2,no,no,Cybersecurity,Machine Learning,excellent,excellent,cloud computing,Machine Learning,Web Services,no,History,Technical,hard worker,no,yes,Cybersecurity Analyst
8,4,1,5,no,yes,Product Management Professional (PMP),Product Management,excellent,good,developer,Product Management,Product based,yes,Horror,Management,smart worker,no,yes,Product Manager
9,6,8,9,no,yes,ar/vr development,AR/VR Development,excellent,medium,developer,Web Development,Sales and Marketing,no,Art,Technical,smart worker,yes,yes,Systems Analyst
2,1,1,3,yes,yes,Data Science,Machine Learning,excellent,excellent,security,Data Science,AI Research Labs,yes,Dictionaries,Technical,hard worker,no,yes,Big Data Engineer
2,3,1,4,no,no,Quantum Computing Certification,Cloud Computing,good,very good,developer,Cloud Computing,developer,yes,Science,Technical,smart worker,yes,yes,Cloud Solutions Architect
10,0,6,4,no,yes,Machine Learning,AI,excellent,medium,security,AI,Data Science Firms,no,Biographies,Technical,hard worker,no,yes,Machine Learning Engineer
1,1,10,1,no,yes,blockchain developer,Blockchain Technologies,good,very good,cloud computing,Blockchain Development,Systems Analysis Firms,yes,Childrens,Technical,smart worker,yes,yes,Blockchain Developer
5,10,6,4,no,no,devops certified engineer,DevOps,good,excellent,developer,DevOps,developer,yes,Autobiographies,Technical,smart worker,yes,no,DevOps Engineer
8,7,9,9,no,no,Certified ERP Consultant,ERP Systems,good,very good,developer,ERP,Service Based,no,Autobiographies,Management,hard worker,no,no,ERP Consultant
7,6,1,5,yes,no,ar/vr development,AR/VR Development,excellent,good,security,Software Development,Product based,no,Mystery,Technical,hard worker,no,no,Systems Analyst
4,8,2,5,yes,no,blockchain developer,Blockchain Technologies,very good,excellent,cloud computing,Blockchain Development,Blockchain Technology Firms,no,Self help,Technical,smart worker,no,no,Blockchain Developer
1,8,1,8,yes,yes,robotics process automation (RPA),Robotic Process Automation (RPA),medium,very good,cloud computing,Robotics,developer,yes,Travel,Management,hard worker,yes,no,IT Project Manager
1,0,3,2,no,no,devops certified engineer,DevOps,excellent,excellent,security,DevOps,Systems Analysis Firms,yes,Cookbooks,Technical,smart worker,yes,yes,DevOps Engineer
9,0,5,2,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),very good,medium,cloud computing,Robotics,developer,no,Math,Management,smart worker,yes,yes,IT Project Manager
7,0,2,3,yes,yes,ai for healthcare,AI for Healthcare,excellent,good,developer,AI Research,developer,yes,Series,Technical,hard worker,no,no,AI Specialist
8,8,9,10,no,yes,Data Science,Data Science,medium,medium,developer,Machine Learning,Data Science Firms,yes,Mystery,Technical,hard worker,yes,yes,Big Data Engineer
3,0,5,6,no,yes,Certified AI Engineer,Cloud Computing,excellent,medium,developer,Cloud Computing,developer,yes,Biographies,Technical,hard worker,yes,yes,Cloud Solutions Architect
2,6,2,8,yes,yes,robotics process automation (RPA),Robotic Process Automation (RPA),medium,very good,security,Robotics,AI Research Labs,yes,Autobiographies,Management,hard worker,yes,no,IT Project Manager
4,10,2,9,no,no,ar/vr development,AR/VR Development,excellent,medium,security,Software Development,Web Services,yes,Biographies,Technical,smart worker,no,yes,Systems Analyst
3,6,4,9,no,no,Product Management Professional (PMP),Product Management,excellent,medium,security,Product Management,Sales and Marketing,no,Science fiction,Management,smart worker,no,yes,Product Manager
5,2,5,6,no,no,Machine Learning,Machine Learning,excellent,medium,cloud computing,Machine Learning,Web Services,yes,Autobiographies,Technical,hard worker,yes,yes,Machine Learning Engineer
2,8,9,8,yes,yes,Quantum Computing Certification,Cloud Computing,good,good,developer,Cloud Computing,developer,yes,Autobiographies,Technical,hard worker,yes,no,Cloud Solutions Architect
6,6,6,5,yes,no,Robotics Engineering Certification,Cloud Computing,good,excellent,security,Cloud Computing,developer,no,Comics,Technical,smart worker,yes,yes,Cloud Solutions Architect
4,7,10,5,no,no,devops certified engineer,DevOps,medium,excellent,developer,DevOps,Testing and Maintainance Services,no,Childrens,Technical,smart worker,no,yes,DevOps Engineer
5,5,6,1,no,yes,ai for healthcare,AI for Healthcare,medium,excellent,cloud computing,AI Research,Product based,no,Guide,Technical,smart worker,yes,no,AI Specialist
8,9,10,9,yes,no,Quantum Computing Certification,Cloud Computing,very good,good,cloud computing,Cloud Computing,developer,yes,Science fiction,Technical,hard worker,yes,yes,Cloud Solutions Architect
2,4,6,1,yes,no,Product Management Professional (PMP),Product Management,good,very good,cloud computing,Product Management,Product based,no,Journals,Management,smart worker,yes,no,Product Manager
9,3,8,1,yes,no,Product Management Professional (PMP),Product Management,medium,very good,security,Product Management,Product based,no,Biographies,Management,hard worker,no,yes,Product Manager
3,9,2,10,yes,yes,blockchain developer,Blockchain Technologies,medium,excellent,cloud computing,Blockchain Development,Product based,yes,Childrens,Technical,hard worker,yes,yes,Blockchain Developer
7,6,2,9,no,no,Certified ERP Consultant,ERP Systems,very good,excellent,security,ERP,Service Based,no,Drama,Management,hard worker,yes,yes,ERP Consultant
9,6,7,1,no,yes,Robotics Engineering Certification,Cloud Computing,good,medium,developer,Cloud Computing,developer,no,Drama,Technical,smart worker,no,yes,Cloud Solutions Architect
7,8,4,2,yes,no,ar/vr development,AR/VR Development,excellent,medium,security,Web Development,developer,yes,Series,Technical,hard worker,no,no,Systems Analyst
3,4,10,5,yes,yes,blockchain developer,Blockchain Technologies,medium,excellent,security,Blockchain Development,Blockchain Technology Firms,yes,Travel,Technical,hard worker,no,yes,Blockchain Developer
10,7,2,8,yes,yes,ai for healthcare,AI for Healthcare,medium,medium,cloud computing,AI Research,security,no,Horror,Technical,hard worker,no,yes,AI Specialist
1,10,9,8,yes,no,robotics process automation (RPA),Robotic Process Automation (RPA),good,excellent,developer,Robotics,AI Research Labs,yes,Fantasy,Management,smart worker,yes,yes,IT Project Manager
8,0,3,6,no,no,Robotics Engineering Certification,Cloud Computing,very good,very good,cloud computing,Cloud Computing,developer,yes,Math,Technical,hard worker,no,no,Cloud Solutions Architect
9,2,5,1,no,no,Cybersecurity,Cybersecurity,medium,very good,developer,Cybersecurity,security,no,Fantasy,Technical,hard worker,yes,yes,Cybersecurity Analyst
2,2,9,3,no,yes,Machine Learning,Machine Learning,excellent,medium,security,AI,Big Data Companies,yes,Math,Technical,hard worker,yes,no,Machine Learning Engineer
7,0,7,6,no,yes,robotics process automation (RPA),Robotic Process Automation (RPA),very good,medium,cloud computing,Robotics,developer,yes,Series,Management,smart worker,yes,yes,IT Project Manager
4,5,2,2,no,no,Data Science,Data Science,excellent,good,security,Machine Learning,Product based,yes,Series,Technical,smart worker,no,no,Data Scientist
6,0,10,5,yes,no,Quantum Computing Certification,Cloud Computing,good,very good,security,Cloud Computing,developer,no,Action and Adventure,Technical,hard worker,no,yes,Cloud Solutions Architect
4,7,1,6,yes,no,Product Management Professional (PMP),Product Management,excellent,medium,security,Product Management,Product based,no,Fantasy,Management,smart worker,yes,yes,Product Manager
8,1,6,1,no,no,Quantum Computing Certification,Cloud Computing,medium,excellent,developer,Cloud Computing,developer,yes,Science,Technical,smart worker,no,no,Cloud Solutions Architect
3,7,4,4,yes,no,devops certified engineer,DevOps,excellent,medium,security,DevOps,Data Science Firms,yes,Guide,Technical,smart worker,no,no,DevOps Engineer
1,2,1,9,no,yes,Certified ERP Consultant,ERP Systems,good,excellent,cloud computing,ERP,Sales and Marketing,no,Math,Management,hard worker,no,yes,ERP Consultant
7,8,10,5,no,yes,Product Management Professional (PMP),Product Management,excellent,good,developer,Product Management,Finance,no,Science fiction,Management,hard worker,no,yes,Product Manager
3,1,9,7,yes,yes,Data Science,Machine Learning,good,medium,cloud computing,Data Science,Product based,yes,Drama,Technical,smart worker,no,no,Big Data Engineer
10,3,2,5,yes,yes,Product Management Professional (PMP),Product Management,very good,very good,developer,Product Management,Sales and Marketing,yes,Horror,Management,smart worker,yes,yes,Product Manager
3,4,9,3,yes,yes,Data Science,Machine Learning,very good,very good,developer,Machine Learning,Web Services,no,Drama,Technical,hard worker,no,no,Big Data Engineer
3,5,4,10,no,yes,ar/vr development,AR/VR Development,excellent,good,cloud computing,Web Development,Product based,no,Travel,Technical,hard worker,yes,yes,Systems Analyst
1,4,9,5,yes,yes,blockchain developer,Blockchain Technologies,excellent,medium,security,Blockchain Development,developer,yes,Cookbooks,Technical,hard worker,no,no,Blockchain Developer
6,4,9,2,yes,no,ar/vr development,AR/VR Development,very good,excellent,developer,Web Development,IoT Startups,yes,Science fiction,Technical,smart worker,no,yes,Systems Analyst
5,9,3,9,no,yes,Cybersecurity,Cybersecurity,good,good,cloud computing,Machine Learning,developer,no,Comics,Technical,hard worker,yes,yes,Cybersecurity Analyst
9,5,6,6,no,yes,blockchain developer,Blockchain Technologies,good,medium,developer,Blockchain Development,Data Science Firms,no,Autobiographies,Technical,hard worker,yes,yes,Blockchain Developer
2,5,6,2,yes,no,Quantum Computing Certification,Cloud Computing,excellent,good,cloud computing,Cloud Computing,developer,no,Mystery,Technical,hard worker,no,no,Cloud Solutions Architect
3,0,9,5,no,yes,Quantum Computing Certification,Cloud Computing,excellent,medium,developer,Cloud Computing,developer,no,Journals,Technical,smart worker,yes,yes,Cloud Solutions Architect
9,7,3,7,yes,no,Certified AI Engineer,Cloud Computing,good,good,developer,Cloud Computing,developer,yes,Science fiction,Technical,smart worker,yes,no,Cloud Solutions Architect
3,5,4,4,yes,yes,Data Science,Data Science,very good,very good,cloud computing,Machine Learning,Data Science Firms,no,Guide,Technical,smart worker,yes,no,Big Data Engineer
